Customer Order No,Line No,Order Date,Order Details,Project No,Project Element,Division Code,Confirmed Delivery Date 1,Requested Delivery Date 1,Currency Code,Salesperson,Customer Order Type,Ord Line Status,Line Suffix,Alsis Code,Customer Order Line No,Salesperson Name
0000064921,13,6/24/2011,Ord:0000064921- Line:13   ,       ,        ,P3A,8/5/2011,8/5/2011,   ,5900,QUO,05,0,     ,0000064921130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064921,14,6/24/2011,Ord:0000064921- Line:14   ,       ,        ,P3A,8/5/2011,8/5/2011,   ,5900,QUO,05,0,     ,0000064921140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064921,15,6/24/2011,Ord:0000064921- Line:15   ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,1974 ,0000064921150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064921,16,6/24/2011,Ord:0000064921- Line:16   ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,1974 ,0000064921160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064921,17,6/24/2011,Ord:0000064921- Line:17   ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,1974 ,0000064921170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,1,6/27/2011,Ord:0000064975- Line:1    ,       ,        ,P3A,6/27/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006497510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,2,6/27/2011,Ord:0000064975- Line:2    ,       ,        ,P3A,6/27/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006497520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,3,6/27/2011,Ord:0000064975- Line:3    ,       ,        ,P3A,6/27/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006497530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,4,6/27/2011,Ord:0000064975- Line:4    ,       ,        ,P3A,6/27/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006497540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,5,6/27/2011,Ord:0000064975- Line:5    ,       ,        ,P3A,6/27/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006497550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064975,6,6/27/2011,Ord:0000064975- Line:6    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006497560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000064989,1,6/27/2011,Ord:0000064989- Line:1    ,       ,        ,P3A,7/13/2011,6/27/2011,   ,5900,QUO,05,0,     ,000006498910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065003,1,6/27/2011,Ord:0000065003- Line:1    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006500310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065003,2,6/27/2011,Ord:0000065003- Line:2    ,       ,        ,P3A,8/8/2011,8/8/2011,   ,5900,QUO,05,0,     ,000006500320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065110,1,6/28/2011,Ord:0000065110- Line:1    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,5900,QUO,05,0,     ,000006511010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065110,2,6/28/2011,Ord:0000065110- Line:2    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,5900,QUO,05,0,1974 ,000006511020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065110,3,6/28/2011,Ord:0000065110- Line:3    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,5900,QUO,05,0,1972 ,000006511030,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065110,4,6/28/2011,Ord:0000065110- Line:4    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,5900,QUO,05,0,     ,000006511040,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065110,5,6/28/2011,Ord:0000065110- Line:5    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,5900,QUO,05,0,1974 ,000006511050,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065120,1,6/28/2011,Ord:0000065120- Line:1    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,2108,SRN,77,0,9999 ,000006512010,MANUFACTURING SCRAP
0000065120,2,6/28/2011,Ord:0000065120- Line:2    ,       ,        ,P3A,6/28/2011,6/28/2011,   ,2108,SRN,77,0,9999 ,000006512020,MANUFACTURING SCRAP
0000065452,1,7/4/2011,Ord:0000065452- Line:1    ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,     ,000006545210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065452,2,7/4/2011,Ord:0000065452- Line:2    ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,     ,000006545220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065452,3,7/4/2011,Ord:0000065452- Line:3    ,       ,        ,P3A,8/15/2011,8/15/2011,   ,5900,QUO,05,0,     ,000006545230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065475,1,7/4/2011,Ord:0000065475- Line:1    ,       ,        ,P3A,7/28/2011,7/4/2011,   ,5900,QUO,05,0,1974 ,000006547510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065508,1,7/5/2011,Ord:0000065508- Line:1    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,     ,000006550810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065535,1,7/5/2011,Ord:0000065535- Line:1    ,       ,        ,P3A,7/21/2011,7/5/2011,   ,5900,QUO,05,0,1972 ,000006553510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,1,7/5/2011,Ord:0000065548- Line:1    ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1972 ,000006554810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,2,7/5/2011,Ord:0000065548- Line:2    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,000006554820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,5,7/5/2011,Ord:0000065548- Line:5    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,000006554850,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,6,7/5/2011,Ord:0000065548- Line:6    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,000006554860,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,7,7/5/2011,Ord:0000065548- Line:7    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,000006554870,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,9,7/5/2011,Ord:0000065548- Line:9    ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,000006554890,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,10,7/5/2011,Ord:0000065548- Line:10   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,0000065548100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,11,7/5/2011,Ord:0000065548- Line:11   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,0000065548110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,13,7/5/2011,Ord:0000065548- Line:13   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,0000065548130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,15,7/5/2011,Ord:0000065548- Line:15   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,0000065548150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,16,7/5/2011,Ord:0000065548- Line:16   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,0000065548160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,17,7/5/2011,Ord:0000065548- Line:17   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1972 ,0000065548170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,23,7/5/2011,Ord:0000065548- Line:23   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,0000065548230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,24,7/5/2011,Ord:0000065548- Line:24   ,       ,        ,P3A,8/16/2011,8/16/2011,   ,5900,QUO,05,0,1977 ,0000065548240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,25,7/5/2011,Ord:0000065548- Line:25   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1976 ,0000065548250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,26,7/5/2011,Ord:0000065548- Line:26   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,27,7/5/2011,Ord:0000065548- Line:27   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,28,7/5/2011,Ord:0000065548- Line:28   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548280,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,29,7/5/2011,Ord:0000065548- Line:29   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548290,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,30,7/5/2011,Ord:0000065548- Line:30   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548300,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,31,7/5/2011,Ord:0000065548- Line:31   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,32,7/5/2011,Ord:0000065548- Line:32   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,33,7/5/2011,Ord:0000065548- Line:33   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,34,7/5/2011,Ord:0000065548- Line:34   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,35,7/5/2011,Ord:0000065548- Line:35   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,36,7/5/2011,Ord:0000065548- Line:36   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,37,7/5/2011,Ord:0000065548- Line:37   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,38,7/5/2011,Ord:0000065548- Line:38   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,39,7/5/2011,Ord:0000065548- Line:39   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,40,7/5/2011,Ord:0000065548- Line:40   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548400,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,41,7/5/2011,Ord:0000065548- Line:41   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,42,7/5/2011,Ord:0000065548- Line:42   ,       ,        ,P3A,7/5/2011,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,43,7/5/2011,Ord:0000065548- Line:43   ,       ,        ,P3A,1/24/2012,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065548,44,7/5/2011,Ord:0000065548- Line:44   ,       ,        ,P3A,1/24/2012,7/5/2011,   ,5900,QUO,05,0,1977 ,0000065548440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065651,1,7/6/2011,Ord:0000065651- Line:1    ,       ,        ,P3A,7/6/2011,7/6/2011,   ,5900,QUO,05,0,1971 ,000006565110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065651,2,7/6/2011,Ord:0000065651- Line:2    ,       ,        ,P3A,8/17/2011,8/17/2011,   ,5900,QUO,05,0,1971 ,000006565120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,1,7/11/2011,Ord:0000065845- Line:1    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,2,7/11/2011,Ord:0000065845- Line:2    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,3,7/11/2011,Ord:0000065845- Line:3    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,4,7/11/2011,Ord:0000065845- Line:4    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,5,7/11/2011,Ord:0000065845- Line:5    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,6,7/11/2011,Ord:0000065845- Line:6    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,7,7/11/2011,Ord:0000065845- Line:7    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584570,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,8,7/11/2011,Ord:0000065845- Line:8    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584580,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,9,7/11/2011,Ord:0000065845- Line:9    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006584590,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,10,7/11/2011,Ord:0000065845- Line:10   ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,0000065845100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065845,11,7/11/2011,Ord:0000065845- Line:11   ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,0000065845110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065868,1,7/11/2011,Ord:0000065868- Line:1    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006586810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065868,2,7/11/2011,Ord:0000065868- Line:2    ,       ,        ,P3A,8/22/2011,8/22/2011,   ,5900,QUO,05,0,1974 ,000006586820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065914,1,7/12/2011,Ord:0000065914- Line:1    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1976 ,000006591410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065935,1,7/12/2011,Ord:0000065935- Line:1    ,       ,        ,P3A,8/23/2011,8/23/2011,   ,5900,QUO,05,0,1974 ,000006593510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,1,7/12/2011,Ord:0000065942- Line:1    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,2,7/12/2011,Ord:0000065942- Line:2    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,3,7/12/2011,Ord:0000065942- Line:3    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,4,7/12/2011,Ord:0000065942- Line:4    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,5,7/12/2011,Ord:0000065942- Line:5    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,6,7/12/2011,Ord:0000065942- Line:6    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,7,7/12/2011,Ord:0000065942- Line:7    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000065942,8,7/12/2011,Ord:0000065942- Line:8    ,       ,        ,P3A,7/12/2011,7/12/2011,   ,5900,QUO,05,0,1971 ,000006594280,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066082,1,7/15/2011,Ord:0000066082- Line:1    ,       ,        ,P3A,7/15/2011,7/15/2011,   ,5900,QUO,05,0,     ,000006608210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,1,7/19/2011,Ord:0000066220- Line:1    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,2,7/19/2011,Ord:0000066220- Line:2    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,3,7/19/2011,Ord:0000066220- Line:3    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622030,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,4,7/19/2011,Ord:0000066220- Line:4    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622040,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,5,7/19/2011,Ord:0000066220- Line:5    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622050,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,6,7/19/2011,Ord:0000066220- Line:6    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622060,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,7,7/19/2011,Ord:0000066220- Line:7    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622070,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,8,7/19/2011,Ord:0000066220- Line:8    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622080,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,9,7/19/2011,Ord:0000066220- Line:9    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006622090,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,10,7/19/2011,Ord:0000066220- Line:10   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,11,7/19/2011,Ord:0000066220- Line:11   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,12,7/19/2011,Ord:0000066220- Line:12   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,13,7/19/2011,Ord:0000066220- Line:13   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,14,7/19/2011,Ord:0000066220- Line:14   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,15,7/19/2011,Ord:0000066220- Line:15   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,16,7/19/2011,Ord:0000066220- Line:16   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,17,7/19/2011,Ord:0000066220- Line:17   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,18,7/19/2011,Ord:0000066220- Line:18   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,19,7/19/2011,Ord:0000066220- Line:19   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,20,7/19/2011,Ord:0000066220- Line:20   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,21,7/19/2011,Ord:0000066220- Line:21   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066220,22,7/19/2011,Ord:0000066220- Line:22   ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,0000066220220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066240,1,7/19/2011,Ord:0000066240- Line:1    ,       ,        ,P3A,7/19/2011,7/19/2011,   ,5900,QUO,05,0,1972 ,000006624010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066240,2,7/19/2011,Ord:0000066240- Line:2    ,       ,        ,P3A,8/30/2011,8/30/2011,   ,5900,QUO,05,0,1972 ,000006624020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066360,1,7/21/2011,Ord:0000066360- Line:1    ,       ,        ,P3A,7/21/2011,7/21/2011,   ,5900,QUO,05,0,1974 ,000006636010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066376,1,7/21/2011,Ord:0000066376- Line:1    ,       ,        ,P3A,9/1/2011,9/1/2011,   ,5900,QUO,05,0,1972 ,000006637610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066426,1,7/22/2011,Ord:0000066426- Line:1    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006642610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066428,1,7/22/2011,Ord:0000066428- Line:1    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006642810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066428,2,7/22/2011,Ord:0000066428- Line:2    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006642820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066428,3,7/22/2011,Ord:0000066428- Line:3    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006642830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066428,4,7/22/2011,Ord:0000066428- Line:4    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006642840,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066445,1,7/22/2011,Ord:0000066445- Line:1    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,1971 ,000006644510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,1,7/22/2011,Ord:0000066471- Line:1    ,       ,        ,P3A,7/22/2011,7/22/2011,   ,5900,QUO,05,0,     ,000006647110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,2,7/22/2011,Ord:0000066471- Line:2    ,       ,        ,P3A,7/22/2011,7/22/2011,   ,5900,QUO,05,0,     ,000006647120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,3,7/22/2011,Ord:0000066471- Line:3    ,       ,        ,P3A,7/22/2011,7/22/2011,   ,5900,QUO,05,0,     ,000006647130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,4,7/22/2011,Ord:0000066471- Line:4    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,5,7/22/2011,Ord:0000066471- Line:5    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,6,7/22/2011,Ord:0000066471- Line:6    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,7,7/22/2011,Ord:0000066471- Line:7    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,8,7/22/2011,Ord:0000066471- Line:8    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,9,7/22/2011,Ord:0000066471- Line:9    ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,000006647190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,10,7/22/2011,Ord:0000066471- Line:10   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,11,7/22/2011,Ord:0000066471- Line:11   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,12,7/22/2011,Ord:0000066471- Line:12   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,13,7/22/2011,Ord:0000066471- Line:13   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000066471,15,7/22/2011,Ord:0000066471- Line:15   ,       ,        ,P3A,9/2/2011,9/2/2011,   ,5900,QUO,05,0,     ,0000066471150,SANITARY EQUIPMENT ( EXCL. FLOW )
